gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics,predicted_cate,cate_ci_lower,cate_ci_upper,tenure_bucket,income_bucket,cate_decile
F,46,e528ceb341964128aaf58a59733ec2af,2018-06-29,36000.0,1,17.13,15.39,27,5.0,3.426,5.0,False,0.00017435535490555737,-0.20467692660924355,0.20502563731905474,<6mo,<50k,3
M,30,faf74115a43b4f718f4d4c0de116ee8a,2017-12-02,41000.0,0,11.95,0.0,236,4.0,2.9875,0.508,False,-0.030640481732955166,-0.16077731826629724,0.09949635480038688,6-12mo,<50k,3
M,59,0b73997a269247088b2a63355f53ee58,2017-08-20,89000.0,1,45.400000000000006,0.0,340,2.0,22.700000000000003,0.176,False,0.34841149353179557,-0.47011230121233205,1.1669352882759232,6-12mo,70-90k,7
M,51,f44b44b53c0548d5b27c812fda4c358a,2015-12-31,41000.0,1,75.96000000000001,64.94,938,20.0,3.798000000000001,0.64,False,0.04210571929699916,-3.025478542161238,3.109689980755235,2yr+,<50k,4
M,27,6e04a90a0e074496b5f229eb1f553433,2018-01-10,35000.0,1,29.56,10.09,197,12.0,2.4633333333333334,1.827,False,0.014386153974116465,-0.7713751717607615,0.8001474797089942,6-12mo,<50k,4
M,40,262ad0fb526a4d53b572007da60cce24,2018-02-27,53000.0,0,8.17,0.0,149,5.0,1.634,1.007,False,0.02496023317132868,-0.1817469785995991,0.23166744494225616,<6mo,50-70k,4
F,73,a2b7a0b3487a4d779ddf4e11a034e2ee,2018-04-19,91000.0,1,109.16,53.040000000000006,98,4.0,27.29,1.224,False,-1.1611755061884534,-8.044092464327626,5.721741451950718,<6mo,90k+,0
F,74,2c5c63e5124e417b8504f76c868a4190,2015-12-24,107000.0,1,298.3,251.09,945,10.0,29.83,0.317,False,-0.8262040813966727,-23.461656632055675,21.80924846926232,2yr+,90k+,1
M,42,9d6da0a2ac54474e8ec986fd21cecef0,2015-11-21,66000.0,1,136.94,31.25,978,7.0,19.562857142857144,0.215,False,1.7313305482392238,0.5061974671959257,2.9564636292825237,2yr+,50-70k,9
M,78,571b739ada3041fb8fbd20f23ce034f7,2015-11-11,58000.0,0,126.94,0.0,988,10.0,12.694,0.304,False,-0.5653899493550711,-1.5696119842139242,0.43883208550378183,2yr+,50-70k,1
F,54,816afd4505d047cf893275fbfe825590,2016-12-25,53000.0,1,57.03,16.509999999999998,578,18.0,3.168333333333333,0.934,False,0.030226677289339032,-2.0888548499045854,2.1493082044832637,1-2yr,50-70k,4
F,70,13b7b2eccf664a329d83d2a238a9a11d,2018-06-13,74000.0,1,0.0,0.0,43,0.0,0.0,0.0,False,0.03416284380036824,-0.15083908769281393,0.21916477529355022,<6mo,70-90k,4
F,49,68eee228713c429ebe1300155ad1fb33,2017-04-08,57000.0,1,184.78,61.690000000000005,474,10.0,18.478,0.633,False,-0.5941005809416184,-2.2275265413062364,1.039325379423008,1-2yr,50-70k,1
F,62,ffc6c9fbe34b4578911dcdf6745b4c74,2018-04-10,57000.0,1,0.0,0.0,107,0.0,0.0,0.0,False,0.0920043647653775,-0.21568009141103622,0.39968882094179115,<6mo,50-70k,5
M,64,cbebad9819494b479dbf0c1207b4c0c5,2017-03-05,70000.0,1,140.34,90.87,508,9.0,15.593333333333334,0.531,False,-0.8153604695390266,-1.3861719505532886,-0.2445489885247648,1-2yr,50-70k,1
F,89,4264b1d027cc493281bba4f44bfedaca,2017-11-14,87000.0,1,248.63,248.63,254,9.0,27.625555555555557,1.063,False,-1.9425968563313072,-10.537965214844322,6.652771502181707,6-12mo,70-90k,0
M,73,0ba6e2ad781c4429afd26cf0b35f2d11,2018-04-01,51000.0,1,23.43,1.22,116,9.0,2.603333333333333,2.328,False,-0.4931847123385641,-1.1483451175022477,0.1619756928251197,<6mo,50-70k,1
F,50,b5abc1e85be84f43937b4fca0ad238cb,2017-05-06,93000.0,1,297.29,237.66,446,12.0,24.77416666666667,0.807,False,-0.5465458007278219,-9.748072522587073,8.654980921131427,1-2yr,90k+,1
F,90,1c587de019994f93a242c6864fd7bc55,2015-12-10,98000.0,1,80.03,0.0,959,3.0,26.676666666666662,0.094,False,0.257048882055274,-0.6666493806968634,1.1807471448074114,2yr+,90k+,6
F,68,3f4e408b0b2d4ea89dd16d7437d867c1,2016-07-31,84000.0,1,34.04,0.0,725,2.0,17.02,0.083,False,0.3599092157569224,-0.6542574592493852,1.374075890763229,1-2yr,70-90k,7
M,60,13bda8fbd70a4814b956df1d55320398,2017-02-06,64000.0,0,44.14,0.0,535,12.0,3.678333333333333,0.673,False,0.18495182751367148,-0.6529015673440195,1.022805222371363,1-2yr,50-70k,6
M,45,b19c8e7ac2ff40ae92b4fcf3247f8912,2017-08-15,54000.0,1,11.51,3.12,345,6.0,1.9183333333333328,0.522,False,0.08404553040434815,-0.4062592418460522,0.5743503026547505,6-12mo,50-70k,5
M,66,21c73d53e2a74bb1b4dc172bff2b1aad,2016-01-24,49000.0,1,200.93,74.32,914,18.0,11.162777777777778,0.591,False,3.2222661956267222,-9.24624325476766,15.690775646021102,2yr+,<50k,9
F,19,1abeb816d9fa49b4b5b5ae51bc3d24c3,2016-10-15,73000.0,1,202.75,78.0,649,11.0,18.431818181818183,0.508,False,0.2980150795877855,-1.8738193691957692,2.4698495283713435,1-2yr,70-90k,7
F,66,92e07c49ee7448fca6e48df0c96e3eec,2018-02-16,58000.0,1,163.53,32.37,160,10.0,16.353,1.875,False,-0.5292160798564334,-1.3263105918732516,0.26787843216038487,<6mo,50-70k,1
F,72,f8aedd0cbea0419c806842b4265b82e5,2016-08-11,72000.0,1,201.92,87.11,714,12.0,16.826666666666664,0.504,False,-1.4044613874361533,-3.250832314342788,0.44190953947048084,1-2yr,70-90k,0
M,76,a9780228a1d04539afdee8b745e4be10,2016-04-07,63000.0,1,224.76,146.78,840,13.0,17.28923076923077,0.464,False,-1.4233664892069064,-4.09104290941444,1.2443099310006265,2yr+,50-70k,0
M,52,94f14dcfedba47e18b7efca13dd7574b,2017-05-15,78000.0,1,117.92,29.14,437,6.0,19.65333333333333,0.412,False,0.21960454035273433,-0.4848964665568966,0.9241055472623649,1-2yr,70-90k,6
M,55,8a4bc602e4424ab6b16f0b907f2f22af,2017-12-10,31000.0,0,30.73,0.0,228,5.0,6.145999999999999,0.658,False,0.03164672085209755,-0.43357840594053876,0.4968718476447337,6-12mo,<50k,4
F,39,6d28f18e91324d358d69d1e4b01f1ace,2017-09-19,60000.0,1,705.5,19.11,310,12.0,58.79166666666666,1.161,False,21.694895912491578,-24.6789342257148,68.06872605069793,6-12mo,50-70k,9
F,45,52f0bd64403f4958ab8fe9a6947c13c3,2016-01-26,44000.0,1,163.71,112.97,912,16.0,10.231875,0.526,False,-0.7371450636842692,-2.767598620305796,1.293308492937257,2yr+,<50k,1
F,57,93e67942586e43fb87d5ffb1ead8db41,2017-07-04,114000.0,1,184.82,0.0,387,8.0,23.1025,0.62,False,0.19427607698562316,-1.1065932952900681,1.4951454492613125,1-2yr,90k+,6
M,74,e641af076cc54529bec6ab61fc25f4a6,2018-07-12,48000.0,1,6.86,0.0,14,3.0,2.286666666666666,3.0,False,0.15175852625601594,-0.13317137064411974,0.43668842315615164,<6mo,<50k,5
M,18,716a961d2afb4c1d8307522a8cbb4f07,2016-07-27,47000.0,1,275.61,223.55,729,22.0,12.527727272727274,0.905,False,5.708238012582965,-7.552019785271771,18.9684958104377,1-2yr,<50k,9
M,53,13033baa9d294c3c9165a00d71b72614,2017-09-27,96000.0,1,138.84,80.01,302,5.0,27.768,0.497,False,-0.9546133677077834,-6.128047107465138,4.21882037204957,6-12mo,90k+,0
F,59,15953663abf54181adf1fd4c39442b85,2017-09-10,98000.0,1,112.04,112.04,319,4.0,28.01,0.376,False,0.3679742939016967,-1.0428595521196873,1.7788081399230804,6-12mo,90k+,7
M,57,0ac5ffb0f1624297a453494b845e1a91,2014-11-04,46000.0,1,34.22,0.0,1360,10.0,3.422,0.221,False,-0.35265499774949416,-1.0298958193451293,0.32458582384614015,2yr+,<50k,2
F,51,1a353048b0884fc5a0afa27677ef1e80,2017-08-13,56000.0,1,40.94,24.28,347,7.0,5.848571428571428,0.605,False,0.24916821694073038,-0.20641063735657597,0.7047470712380366,6-12mo,50-70k,6
F,64,2cf5895bddf9467e878c6d51a622d5fb,2017-10-20,37000.0,1,51.37,11.83,279,7.0,7.338571428571428,0.753,False,0.21633921141678072,-0.37247174776137715,0.8051501705949384,6-12mo,<50k,6
M,71,6747dda08bed46298c23e05b64820a3a,2017-01-29,57000.0,1,30.14,0.0,543,12.0,2.5116666666666667,0.663,False,0.08138376080001579,-0.5027070483722759,0.6654745699723073,1-2yr,50-70k,4
F,64,f35b342b24734da18a830bb9329a4fbd,2017-04-21,66000.0,1,50.35,17.439999999999998,461,4.0,12.5875,0.26,False,1.3633815046373803,0.5083878017400335,2.218375207534728,1-2yr,50-70k,9
M,83,4c29d22467af4d7faa137c4eedd65340,2018-01-27,46000.0,1,16.77,0.0,180,5.0,3.354,0.833,False,-0.03515666739225169,-0.25472753320311864,0.18441419841861517,<6mo,<50k,3
M,26,e997a086fc13446da2aa9070d98d191a,2017-12-11,71000.0,1,13.8,0.0,227,4.0,3.45,0.529,False,-0.009034015437779638,-0.41837661575762064,0.4003085848820612,6-12mo,70-90k,3
F,29,17af917bb842480e925e49a8ca08c1f8,2018-03-21,58000.0,1,30.48,24.08,127,12.0,2.54,2.835,False,0.07392022339212216,-0.45885024409176317,0.6066906908760075,<6mo,50-70k,4
M,43,bf8d7498eb32431ab3fedaa14b7d3a0d,2017-09-15,70000.0,1,2.03,0.0,314,1.0,2.03,0.096,False,0.10766241613952875,-0.2743034490142229,0.48962828129327995,6-12mo,50-70k,5
F,89,3dae0eadb47149b0b9b548d14548524b,2018-01-14,65000.0,1,124.82,37.84,193,7.0,17.83142857142857,1.088,False,1.6951817851691373,0.6158879622297992,2.7744756081084754,6-12mo,50-70k,9
F,49,5404741ead9442bdbd4b9aa2273e85af,2018-05-18,79000.0,1,24.93,0.0,69,2.0,12.465,0.87,False,0.7007990325723569,-0.22528627966232473,1.626884344807038,<6mo,70-90k,8
M,79,81e9ad5fa55a4884b65e01a5db8f1b4e,2016-06-27,67000.0,0,317.03,0.0,759,18.0,17.612777777777776,0.711,False,8.35011974400277,-11.257428718818204,27.957668206823737,2yr+,50-70k,9
F,55,b2f1cd155b864803ad8334cdf13c4bd2,2017-10-16,94000.0,1,195.35,52.650000000000006,283,8.0,24.41875,0.848,False,0.6292461798374774,-1.9024911839719896,3.1609835436469442,6-12mo,90k+,8
M,55,37a97f6e09784a07bbb67bc6539f1a00,2017-12-03,66000.0,0,272.23,0.0,235,19.0,14.327894736842106,2.426,False,6.142628631706319,-8.919980798125692,21.205238061538324,6-12mo,50-70k,9
M,45,77927096ab4144fa930b4cadd4773cc2,2017-10-07,31000.0,1,16.46,0.0,292,5.0,3.2920000000000003,0.514,False,-0.02659411950559383,-0.20016789624184006,0.14697965723065237,6-12mo,<50k,3
M,52,acbc358a8bf44ba88d0de1f2bec5b2ab,2018-01-30,30000.0,1,9.8,0.0,177,5.0,1.96,0.847,False,-0.0024014858024809793,-0.23200963205011427,0.2272066604451523,<6mo,<50k,3
M,39,8ca29d07b300474786a6016fe76174dd,2016-04-04,55000.0,0,156.54,0.0,843,9.0,17.39333333333333,0.32,False,-1.1620904147705144,-2.372903868754827,0.04872303921379739,2yr+,50-70k,0
M,77,88baa20c29a94178a43a7d68e5f039d4,2018-07-02,69000.0,1,60.25,0.0,24,3.0,20.08333333333333,3.0,False,0.4840835140970908,-0.2820748126415992,1.2502418408357807,<6mo,50-70k,7
M,66,a2bd377c7ab74d93bbfd87f70043a9f8,2018-07-09,60000.0,1,30.9,10.27,17,6.0,5.15,6.0,False,-0.35724317796670385,-0.925044348490701,0.21055799255729313,<6mo,50-70k,2
F,69,23f9e3baf42b43148fee9bbbc3530c7a,2017-09-27,87000.0,1,53.21,0.0,302,2.0,26.605,0.199,False,0.2830638276505221,-2.82665393775167,3.392781593052714,6-12mo,70-90k,7
M,74,8486e692a5f94d179d507eaca848ecbd,2014-08-20,53000.0,1,55.13,21.72,1436,4.0,13.7825,0.084,False,1.3128532815920666,0.34244691971629715,2.2832596434678356,2yr+,50-70k,9
F,75,49f22e86d2db41878778d70958dc744e,2018-07-12,87000.0,1,114.7,97.36,14,5.0,22.94,5.0,False,0.0223108214080119,-0.7476329926231503,0.7922546354391738,<6mo,70-90k,4
F,59,28de174a5c854dd1be3187dc6edae45b,2015-09-09,85000.0,1,193.1,120.29,1051,7.0,27.58571428571429,0.2,False,0.6713879907900951,-4.819431917932301,6.162207899512488,2yr+,70-90k,8
M,47,a1eb338ccbca4cc88c9366939f16d819,2013-12-30,66000.0,1,74.17,15.56,1669,5.0,14.834,0.09,False,-0.17246546477385005,-1.2288775830712608,0.883946653523562,2yr+,50-70k,2
M,20,220a39cdfd6b41268c43a2e588fcb7e0,2018-05-28,69000.0,1,0.87,0.0,59,1.0,0.87,0.508,False,0.05181678187432806,-0.1213997896565126,0.22503335340516867,<6mo,50-70k,4
M,60,0c89378f14804b42b6e63e4dc26e8d3e,2017-04-26,108000.0,1,127.28,79.07,456,4.0,31.82,0.263,False,-7.775657917594965,-50.2691083730591,34.717792537869144,1-2yr,90k+,0
M,65,464d2302b99b46ad8eb3e42e1b849c24,2018-03-15,61000.0,1,24.000000000000004,22.630000000000003,133,6.0,4.000000000000001,1.353,False,-0.26895744965767154,-0.9244806479869163,0.38656574867157334,<6mo,50-70k,2
M,33,3f36bc1d5fc0499b9f96f62348f0f9b0,2015-04-21,43000.0,1,19.78,10.5,1192,8.0,2.4725,0.201,False,-0.5984427822727052,-1.5034423862627821,0.306556821717372,2yr+,<50k,1
F,39,fe97aa22dd3e48c8b143116a8403dd52,2017-12-17,67000.0,1,562.77,44.85,221,11.0,51.16090909090909,1.493,False,20.81534185599363,-23.721124568914956,65.3518082809022,6-12mo,50-70k,9
M,49,dbca75f289544e09836322ba2e104854,2018-06-02,59000.0,1,38.26,0.0,54,6.0,6.376666666666666,3.333,False,-0.28803663570175,-0.8957739719460511,0.3197007005425521,<6mo,50-70k,2
M,68,c863af14b3654499b1caea5e640136d2,2018-02-07,58000.0,1,17.19,8.8,169,2.0,8.595,0.355,False,0.4673052389774308,-1.1020208263193885,2.0366313042742488,<6mo,50-70k,7
M,42,d7dc31e069124ef49e1bb937cb89f41c,2017-02-09,80000.0,0,53.74,0.0,532,3.0,17.913333333333334,0.169,False,0.3281418521780112,-0.2768465619524159,0.9331302663084382,1-2yr,70-90k,7
M,72,1827da57bb924833a6f73c79b5f2bbc5,2018-06-01,33000.0,1,8.14,0.0,55,5.0,1.628,2.727,False,0.014141322807426741,-0.1992081509482412,0.22749079656309476,<6mo,<50k,4
